group_key,count,sample_actor_labels,source_folder_path,asset_path,actor_class_path,assembly_signature,render_part_count,total_render_part_count,source_actor_count,unsupported_component_count,unsupported_component_types,risk_flags,suggested_object_type_rid,suggested_object_type_name,hierarchy_path,classification_status,action,notes
assembly_signature:025846afabe8fcccb72921b65b4bddbb,1,Group007,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Rectangle004.Rectangle004,/Script/Engine.Actor,025846afabe8fcccb72921b65b4bddbb,4,4,5,0,,composite_assembly,zhhz.exhibit_fixture.model_6f12aaee9e552936,海蓝发光信息牌（EF-19）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-19; datasmith_geometry=6f12aaee9e552936ea2fa5d3448f140c2c8f5aeba8691c5d686ce56d74508e44; handle=243445; selection_source=round2_high_confidence
assembly_signature:ab9f1444f9486595c9662d4b16d84139,1,Group2136670004,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131643312.Box2131643312,/Script/Engine.Actor,ab9f1444f9486595c9662d4b16d84139,8,8,9,0,,composite_assembly,zhhz.exhibit_fixture.model_d4d40631a397d955,八组件白色展台-B（EF-30）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-30; datasmith_geometry=d4d40631a397d955bea11a4907121424d62ac287b0c559ffcfe1fd3a910e4b9a; handle=209503; selection_source=round2_high_confidence
assembly_signature:b03a387397543fff9e5569b6813c9c68,1,Group-402577-658,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-402577-105-569.Obj3d66-402577-105-569,/Script/Engine.Actor,b03a387397543fff9e5569b6813c9c68,118,118,119,0,,composite_assembly,zhhz.exhibit_fixture.model_726121c8e520f34f,大型复合展陈装置（EF-20）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-20; datasmith_geometry=726121c8e520f34fd8061cc098a9f3d8e238612778e1e7ff54a060cbc1a11dea; handle=313490; selection_source=round2_high_confidence
assembly_signature:b23acbedc1b7cdcb7952967b92330583,1,Group-402577-664,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-402577-78-776.Obj3d66-402577-78-776,/Script/Engine.Actor,b23acbedc1b7cdcb7952967b92330583,118,118,119,0,,composite_assembly,zhhz.exhibit_fixture.model_41d52d8fe3054627,大型复合展陈装置（EF-07）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-07; datasmith_geometry=41d52d8fe30546274332911fbf4c75c609c420be573e351b8878a4d49f551f3e; handle=314204; selection_source=round2_high_confidence
assembly_signature:b567995aaa69ea954b2fe8724ad79c4a,1,Group2136669713,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Rectangle2133396308.Rectangle2133396308,/Script/Engine.Actor,b567995aaa69ea954b2fe8724ad79c4a,6,6,10,0,,composite_assembly,zhhz.display_media_device.model_8a8df6309530810f,数据展示LED屏-03（DMD-08）,航空展馆/显示与媒体设备,confirmed,create_experimental,round2 model=DMD-08; datasmith_geometry=8a8df6309530810f83b33079e8a84cde80f822e4d02b128ae893249ef0b1e755; handle=155840; selection_source=round2_high_confidence
assembly_signature:b6880db883cc996209c0bddf7da56ea6,1,Group2136669717,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Rectangle2133396312.Rectangle2133396312,/Script/Engine.Actor,b6880db883cc996209c0bddf7da56ea6,6,6,10,0,,composite_assembly,zhhz.display_media_device.model_007904e7e325c5ae,数据展示LED屏-01（DMD-01）,航空展馆/显示与媒体设备,confirmed,create_experimental,round2 model=DMD-01; datasmith_geometry=007904e7e325c5ae19b01a017ecb6f0e61ade40a8742da91cd8c62104aa92533; handle=155844; selection_source=round2_high_confidence
assembly_signature:be514490d415120ded861a4685dfe0c7,1,Group2136669778,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-16049182-274-161.Obj3d66-16049182-274-161,/Script/Engine.Actor,be514490d415120ded861a4685dfe0c7,148,148,154,0,,composite_assembly,zhhz.furniture.model_c5aac92959d48644,浅灰模块沙发-中间模块B（FUR-10）,航空展馆/家具,confirmed,create_experimental,round2 model=FUR-10; datasmith_geometry=c5aac92959d48644633b1840905af4d4627f89562630fb404eb590c9138c6be7; handle=157489; selection_source=round2_high_confidence
assembly_signature:bfb1a0c8a61ef128929eeb8141ddcb99,1,100-022,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131642391.Box2131642391,/Script/Engine.Actor,bfb1a0c8a61ef128929eeb8141ddcb99,2,2,3,0,,composite_assembly,zhhz.display_media_device.model_4e7bb02b7b4f1e87,紧凑型数据展示LED屏（DMD-06）,航空展馆/显示与媒体设备,confirmed,create_experimental,round2 model=DMD-06; datasmith_geometry=4e7bb02b7b4f1e87781caaf5a274c5457939488f131c648ca01acd31c56b06f8; handle=146332; selection_source=round2_high_confidence
assembly_signature:c4bf85997f98a3641ba7fea48e6f3357,1,通航综合,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-8631029-320-146.Obj3d66-8631029-320-146,/Script/Engine.Actor,c4bf85997f98a3641ba7fea48e6f3357,38,38,41,0,,composite_assembly,zhhz.exhibit_fixture.model_598eb999fc37ba56,通航综合展陈装置（EF-13）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-13; datasmith_geometry=598eb999fc37ba56b585183e39549906c92a598798181e866326051d2e44555d; handle=109672; selection_source=round2_high_confidence
assembly_signature:c4fd8291ebcd9b2ae0d43fe8cc4289bc,1,Group2136669302,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-16049182-114-344.Obj3d66-16049182-114-344,/Script/Engine.Actor,c4fd8291ebcd9b2ae0d43fe8cc4289bc,148,148,154,0,,composite_assembly,zhhz.furniture.model_c5aac92959d48644,浅灰模块沙发-中间模块B（FUR-10）,航空展馆/家具,confirmed,create_experimental,round2 model=FUR-10; datasmith_geometry=c5aac92959d48644633b1840905af4d4627f89562630fb404eb590c9138c6be7; handle=132959; selection_source=round2_high_confidence
assembly_signature:c65073ede27a646b46b080356f90bba8,1,Group2136669588,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-8261284-38-828.Obj3d66-8261284-38-828,/Script/Engine.Actor,c65073ede27a646b46b080356f90bba8,43,43,52,0,,composite_assembly,zhhz.display_media_device.model_291322bd2b0460c3,组合媒体展示屏-056（DMD-03）,航空展馆/显示与媒体设备,confirmed,create_experimental,round2 model=DMD-03; datasmith_geometry=291322bd2b0460c325b2201abb0df981036ed3f312cbc041bfddfe0fd92809ab; handle=146110; selection_source=round2_high_confidence
assembly_signature:c9d14712b08e679db2699295021c2663,1,Group2136669614,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131642454.Box2131642454,/Script/Engine.Actor,c9d14712b08e679db2699295021c2663,10,10,12,0,,composite_assembly,zhhz.exhibit_fixture.model_68df85f64af653f3,蓝白组合展台（EF-18）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-18; datasmith_geometry=68df85f64af653f38e9aef4c99bb20e9f0a7303c81124a0385b9ec3ae896b2c8; handle=147693; selection_source=round2_high_confidence
assembly_signature:d0a38d384f69c8b2780c03ebc15d0527,1,Group2136670492,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131643725.Box2131643725,/Script/Engine.Actor,d0a38d384f69c8b2780c03ebc15d0527,12,12,14,0,,composite_assembly,zhhz.furniture.model_c1be81bd0e519f10,黑边操作台-02（FUR-09）,航空展馆/家具,confirmed,create_experimental,round2 model=FUR-09; datasmith_geometry=c1be81bd0e519f10a30cdf2233cfc33f9e5c07789c2d90a1507ae92e50a9366f; handle=552446; selection_source=round2_high_confidence
assembly_signature:d46df5490df761a8a328efd96e29b90b,1,Group2136670043,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131642676_2.Box2131642676_2,/Script/Engine.Actor,d46df5490df761a8a328efd96e29b90b,2,2,3,0,,composite_assembly,zhhz.exhibit_fixture.model_c728139672c62f2e,白色倒角展台-C（EF-28）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-28; datasmith_geometry=c728139672c62f2e7094a19ba6e35a2b1d9e3e856c7cbd7fab146858fc7043f0; handle=243399; selection_source=round2_high_confidence
assembly_signature:d6d02678fea30142ef007022de1432d6,1,100-020,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131642389.Box2131642389,/Script/Engine.Actor,d6d02678fea30142ef007022de1432d6,2,2,3,0,,composite_assembly,zhhz.display_media_device.model_4e7bb02b7b4f1e87,紧凑型数据展示LED屏（DMD-06）,航空展馆/显示与媒体设备,confirmed,create_experimental,round2 model=DMD-06; datasmith_geometry=4e7bb02b7b4f1e87781caaf5a274c5457939488f131c648ca01acd31c56b06f8; handle=146326; selection_source=round2_high_confidence
assembly_signature:e37eba5da2255d80a8963a2b3be92dc1,1,Group2136669008,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Rectangle2106823491.Rectangle2106823491,/Script/Engine.Actor,e37eba5da2255d80a8963a2b3be92dc1,3,3,4,0,,composite_assembly,zhhz.exhibit_fixture.model_c2a2d47995ebc347,红字白色展板（EF-27）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-27; datasmith_geometry=c2a2d47995ebc34729a4dcadcc295abdcaae8ae1abec12143b7262aa86e3ca0e; handle=139471; selection_source=round2_high_confidence
assembly_signature:e868da69cc6cd28d9342afc505c5c2b3,1,Group-402577-661,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-402577-72-371.Obj3d66-402577-72-371,/Script/Engine.Actor,e868da69cc6cd28d9342afc505c5c2b3,118,118,119,0,,composite_assembly,zhhz.exhibit_fixture.model_b5ef33db2120c9bf,大型复合展陈装置（EF-26）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-26; datasmith_geometry=b5ef33db2120c9bf4d099186519b06171b8d7c8a84a6a87e436621d8e3be88ed; handle=313847; selection_source=round2_high_confidence
assembly_signature:eae8636b7426115b2042ca8d70b1a562,1,组2142381026,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131643531.Box2131643531,/Script/Engine.Actor,eae8636b7426115b2042ca8d70b1a562,2,2,3,0,,composite_assembly,zhhz.display_media_device.model_620acb0b59b3c48a,长方形LED屏（DMD-07）,航空展馆/显示与媒体设备,confirmed,create_experimental,round2 model=DMD-07; datasmith_geometry=620acb0b59b3c48a02845c5ef5319524337ef48ef99450d08ccd970e35a3435c; handle=673524; selection_source=round2_high_confidence
assembly_signature:ec87c2dd4cfa2ebfb8f0f00694b9ab67,1,Group2136669994,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Rectangle2133396305.Rectangle2133396305,/Script/Engine.Actor,ec87c2dd4cfa2ebfb8f0f00694b9ab67,6,6,10,0,,composite_assembly,zhhz.display_media_device.model_3ab88f8bc986d303,数据展示LED屏-04（DMD-05）,航空展馆/显示与媒体设备,confirmed,create_experimental,round2 model=DMD-05; datasmith_geometry=3ab88f8bc986d303e9641425a71fd5a7af5ac0b776b796dc738691af39d0540a; handle=206378; selection_source=round2_high_confidence
assembly_signature:f313dac5ea863612790fdd2edc9b2c3f,1,Group2136669780,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-16049182-114-369.Obj3d66-16049182-114-369,/Script/Engine.Actor,f313dac5ea863612790fdd2edc9b2c3f,148,148,154,0,,composite_assembly,zhhz.furniture.model_c5aac92959d48644,浅灰模块沙发-中间模块B（FUR-10）,航空展馆/家具,confirmed,create_experimental,round2 model=FUR-10; datasmith_geometry=c5aac92959d48644633b1840905af4d4627f89562630fb404eb590c9138c6be7; handle=157797; selection_source=round2_high_confidence
assembly_signature:f562f43394f4563addb76f40765ca648,1,Group-402577-650,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-402577-77-953.Obj3d66-402577-77-953,/Script/Engine.Actor,f562f43394f4563addb76f40765ca648,118,118,119,0,,composite_assembly,zhhz.exhibit_fixture.model_8ed7fb5b004bd585,大型复合展陈装置（EF-22）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-22; datasmith_geometry=8ed7fb5b004bd5858ff346f4bd2ca94622a1f646e459f0f47adecd71ccd40a82; handle=312538; selection_source=round2_high_confidence
assembly_signature:f7896d877e606f93d91d9f048d383c53,1,Group-402577-666,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Obj3d66-402577-80-522.Obj3d66-402577-80-522,/Script/Engine.Actor,f7896d877e606f93d91d9f048d383c53,118,118,119,0,,composite_assembly,zhhz.exhibit_fixture.model_11faae0c2e1ae337,大型复合展陈装置（EF-04）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-04; datasmith_geometry=11faae0c2e1ae3372544fe386d70c2025d9ce5ace55ed9a5ceb51aac681bd078; handle=447609; selection_source=round2_high_confidence
assembly_signature:ff7668c0ae733acab683372ee699225d,1,Group2136670020,ToMigrateAudit,/Game/AVIC_Show/Art/A03_ParkLevel/0713/Geometries/Box2131642419.Box2131642419,/Script/Engine.Actor,ff7668c0ae733acab683372ee699225d,3,3,5,0,,composite_assembly,zhhz.exhibit_fixture.model_9a4f0499c9482fdf,黑白简式展台（EF-23）,航空展馆/展陈装置,confirmed,create_experimental,round2 model=EF-23; datasmith_geometry=9a4f0499c9482fdfeccf8f24d1b3e99d1a781176093540aa0bbdf1e6feb6fec3; handle=241224; selection_source=round2_high_confidence
